Time,Sample #,proper VBAT,CHG,,VBAT-original,original conversion factor,digital #,proper conversion,proper VBAT
08:27.6,1069,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
08:57.7,1070,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
09:27.8,1071,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
09:57.9,1072,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
10:28.0,1073,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
10:58.0,1074,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
11:28.1,1075,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
11:58.2,1076,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
12:28.3,1077,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
12:58.4,1078,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
13:28.5,1079,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
13:58.6,1080,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
14:28.6,1081,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
14:58.7,1082,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
15:28.8,1083,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
15:58.9,1084,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
16:29.0,1085,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
16:59.1,1086,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
17:29.2,1087,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
17:59.2,1088,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
18:29.3,1089,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
18:59.4,1090,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
19:29.5,1091,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
19:59.6,1092,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
20:29.7,1093,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
20:59.7,1094,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
21:29.8,1095,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
21:59.9,1096,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
22:30.0,1097,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
23:00.1,1098,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
23:30.2,1099,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
24:00.3,1100,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
24:30.3,1101,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
25:00.4,1102,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
25:30.5,1103,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
26:00.6,1104,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
26:30.7,1105,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
27:00.8,1106,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
27:30.9,1107,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
28:00.9,1108,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
28:31.0,1109,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
29:01.1,1110,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
29:31.2,1111,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
30:01.3,1112,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
30:31.4,1113,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
31:01.5,1114,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
31:31.5,1115,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
32:01.6,1116,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
32:31.7,1117,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
33:01.8,1118,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
33:31.9,1119,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
34:02.0,1120,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
34:32.1,1121,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
35:02.1,1122,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
35:32.2,1123,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
36:02.3,1124,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
36:32.4,1125,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
37:02.5,1126,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
37:32.6,1127,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
38:02.7,1128,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
38:32.7,1129,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
39:02.8,1130,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
39:32.9,1131,4.22,3.05,,3.94,0.00453125,870,0.004853516,4.22
40:03.0,1132,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
40:33.1,1133,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
41:03.2,1134,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
41:33.2,1135,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
42:03.3,1136,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
42:33.4,1137,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
43:03.5,1138,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
43:33.6,1139,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
44:03.7,1140,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
44:33.8,1141,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
45:03.8,1142,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
45:33.9,1143,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
46:04.0,1144,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
46:34.1,1145,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
47:04.2,1146,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
47:34.3,1147,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
48:04.4,1148,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
48:34.4,1149,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
49:04.5,1150,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
49:34.6,1151,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
50:04.7,1152,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
50:34.8,1153,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
51:04.9,1154,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
51:35.0,1155,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
52:05.0,1156,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
52:35.1,1157,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
53:05.2,1158,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
53:35.3,1159,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
54:05.4,1160,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
54:35.5,1161,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
55:05.6,1162,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
55:35.6,1163,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
56:05.7,1164,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
56:35.8,1165,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
57:05.9,1166,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
57:36.0,1167,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
58:06.1,1168,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
58:36.1,1169,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
59:06.2,1170,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
59:36.3,1171,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
00:06.4,1172,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
00:36.5,1173,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
01:06.6,1174,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
01:36.7,1175,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
02:06.7,1176,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
02:36.8,1177,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
03:06.9,1178,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
03:37.0,1179,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
04:07.1,1180,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
04:37.2,1181,4.22,3.05,,3.94,0.00453125,870,0.004853516,4.22
05:07.3,1182,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
05:37.3,1183,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
06:07.4,1184,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
06:37.5,1185,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
07:07.6,1186,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
07:37.7,1187,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
08:07.8,1188,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
08:37.9,1189,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
09:07.9,1190,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
09:38.0,1191,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
10:08.1,1192,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
10:38.2,1193,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
11:08.3,1194,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
11:38.4,1195,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
12:08.5,1196,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
12:38.5,1197,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
13:08.6,1198,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
13:38.7,1199,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
14:08.8,1200,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
14:38.9,1201,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
15:09.0,1202,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
15:39.0,1203,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
16:09.1,1204,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
16:39.2,1205,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
17:09.3,1206,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
17:39.4,1207,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
18:09.5,1208,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
18:39.6,1209,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
19:09.6,1210,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
19:39.7,1211,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
20:09.8,1212,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
20:39.9,1213,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
21:10.0,1214,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
21:40.1,1215,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
22:10.2,1216,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
22:40.2,1217,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
23:10.3,1218,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
23:40.4,1219,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
24:10.5,1220,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
24:40.6,1221,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
25:10.7,1222,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
25:40.8,1223,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
26:10.8,1224,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
26:40.9,1225,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
27:11.0,1226,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
27:41.1,1227,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
28:11.2,1228,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
28:41.3,1229,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
29:11.4,1230,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
29:41.4,1231,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
30:11.5,1232,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
30:41.6,1233,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
31:11.7,1234,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
31:41.8,1235,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
32:11.9,1236,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
32:41.9,1237,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
33:12.0,1238,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
33:42.1,1239,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
34:12.2,1240,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
34:42.3,1241,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
35:12.4,1242,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
35:42.5,1243,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
36:12.5,1244,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
36:42.6,1245,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
37:12.7,1246,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
37:42.8,1247,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
38:12.9,1248,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
38:43.0,1249,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
39:13.1,1250,4.19,3.04,,3.91,0.00453125,863,0.004853516,4.19
39:43.1,1251,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
40:13.2,1252,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
40:43.3,1253,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
41:13.4,1254,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
41:43.5,1255,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
42:13.6,1256,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
42:43.7,1257,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
43:13.7,1258,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
43:43.8,1259,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
44:13.9,1260,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
44:44.0,1261,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
45:14.1,1262,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
45:44.2,1263,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
46:14.3,1264,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
46:44.3,1265,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
47:14.4,1266,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
47:44.5,1267,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
48:14.6,1268,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
48:44.7,1269,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
49:14.8,1270,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
49:44.8,1271,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
50:14.9,1272,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
50:45.0,1273,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
51:15.1,1274,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
51:45.2,1275,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
52:15.3,1276,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
52:45.4,1277,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
53:15.4,1278,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
53:45.5,1279,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
54:15.6,1280,4.19,3.04,,3.91,0.00453125,863,0.004853516,4.19
54:45.7,1281,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
55:15.8,1282,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
55:45.9,1283,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
56:16.0,1284,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
56:46.0,1285,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
57:16.1,1286,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
57:46.2,1287,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
58:16.3,1288,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
58:46.4,1289,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
59:16.5,1290,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
59:46.6,1291,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
00:16.6,1292,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
00:46.7,1293,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
01:16.8,1294,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
01:46.9,1295,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
02:17.0,1296,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
02:47.1,1297,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
03:17.2,1298,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
03:47.2,1299,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
04:17.3,1300,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
04:47.4,1301,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
05:17.5,1302,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
05:47.6,1303,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
06:17.7,1304,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
06:47.7,1305,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
07:17.8,1306,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
07:47.9,1307,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
08:18.0,1308,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
08:48.1,1309,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
09:18.2,1310,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
09:48.3,1311,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
10:18.3,1312,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
10:48.4,1313,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
11:18.5,1314,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
11:48.6,1315,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
12:18.7,1316,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
12:48.8,1317,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
13:18.9,1318,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
13:48.9,1319,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
14:19.0,1320,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
14:49.1,1321,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
15:19.2,1322,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
15:49.3,1323,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
16:19.4,1324,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
16:49.5,1325,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
17:19.5,1326,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
17:49.6,1327,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
18:19.7,1328,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
18:49.8,1329,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
19:19.9,1330,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
19:50.0,1331,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
20:20.0,1332,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
20:50.1,1333,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
21:20.2,1334,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
21:50.3,1335,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
22:20.4,1336,4.22,3.04,,3.94,0.00453125,870,0.004853516,4.22
22:50.5,1337,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
23:20.6,1338,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
23:50.6,1339,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
24:20.7,1340,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
24:50.8,1341,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
25:20.9,1342,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
25:51.0,1343,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
26:21.1,1344,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
26:51.2,1345,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
27:21.2,1346,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
27:51.3,1347,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
28:21.4,1348,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
28:51.5,1349,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
29:21.6,1350,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
29:51.7,1351,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
30:21.8,1352,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
30:51.8,1353,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
31:21.9,1354,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
31:52.0,1355,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
32:22.1,1356,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
32:52.2,1357,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
33:22.3,1358,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
33:52.4,1359,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
34:22.4,1360,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
34:52.5,1361,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
35:22.6,1362,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
35:52.7,1363,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
36:22.8,1364,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
36:52.9,1365,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
37:22.9,1366,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
37:53.0,1367,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
38:23.1,1368,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
38:53.2,1369,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
39:23.3,1370,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
39:53.4,1371,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
40:23.5,1372,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
40:53.5,1373,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
41:23.6,1374,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
41:53.7,1375,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
42:23.8,1376,4.22,3.04,,3.94,0.00453125,870,0.004853516,4.22
42:53.9,1377,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
43:24.0,1378,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
43:54.1,1379,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
44:24.1,1380,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
44:54.2,1381,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
45:24.3,1382,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
45:54.4,1383,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
46:24.5,1384,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
46:54.6,1385,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
47:24.7,1386,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
47:54.7,1387,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
48:24.8,1388,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
48:54.9,1389,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
49:25.0,1390,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
49:55.1,1391,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
50:25.2,1392,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
50:55.2,1393,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
51:25.3,1394,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
51:55.4,1395,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
52:25.5,1396,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
52:55.6,1397,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
53:25.7,1398,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
53:55.8,1399,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
54:25.8,1400,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
54:55.9,1401,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
55:26.0,1402,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
55:56.1,1403,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
56:26.2,1404,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
56:56.3,1405,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
57:26.4,1406,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
57:56.4,1407,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
58:26.5,1408,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
58:56.6,1409,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
59:26.7,1410,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
59:56.8,1411,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
00:26.9,1412,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
00:57.0,1413,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
01:27.0,1414,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
01:57.1,1415,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
02:27.2,1416,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
