Time,Sample #,proper VBAT,CHG,,VBAT-original,original conversion factor,digital #,proper conversion,proper VBAT
11:26.6,357,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
11:56.7,358,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
12:26.8,359,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
12:56.8,360,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
13:26.9,361,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
13:57.0,362,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
14:27.1,363,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
14:57.2,364,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
15:27.3,365,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
15:57.4,366,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
16:27.4,367,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
16:57.5,368,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
17:27.6,369,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
17:57.7,370,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
18:27.8,371,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
18:57.9,372,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
19:28.0,373,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
19:58.0,374,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
20:28.1,375,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
20:58.2,376,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
21:28.3,377,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
21:58.4,378,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
22:28.5,379,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
22:58.6,380,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
23:28.6,381,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
23:58.7,382,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
24:28.8,383,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
24:58.9,384,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
25:29.0,385,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
25:59.1,386,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
26:29.2,387,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
26:59.2,388,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
27:29.3,389,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
27:59.4,390,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
28:29.5,391,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
28:59.6,392,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
29:29.7,393,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
29:59.8,394,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
30:29.9,395,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
30:59.9,396,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
31:30.0,397,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
32:00.1,398,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
32:30.2,399,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
33:00.3,400,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
33:30.4,401,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
34:00.5,402,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
34:30.5,403,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
35:00.6,404,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
35:30.7,405,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
36:00.8,406,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
36:30.9,407,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
37:01.0,408,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
37:31.1,409,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
38:01.1,410,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
38:31.2,411,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
39:01.3,412,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
39:31.4,413,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
40:01.5,414,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
40:31.6,415,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
41:01.7,416,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
41:31.7,417,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
42:01.8,418,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
42:31.9,419,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
43:02.0,420,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
43:32.1,421,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
44:02.2,422,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
44:32.3,423,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
45:02.3,424,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
45:32.4,425,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
46:02.5,426,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
46:32.6,427,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
47:02.7,428,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
47:32.8,429,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
48:02.9,430,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
48:32.9,431,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
49:03.0,432,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
49:33.1,433,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
50:03.2,434,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
50:33.3,435,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
51:03.4,436,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
51:33.5,437,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
52:03.5,438,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
52:33.6,439,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
53:03.7,440,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
53:33.8,441,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
54:03.9,442,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
54:34.0,443,4.20,3.08,,3.92,0.00453125,865,0.004853516,4.20
55:04.1,444,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
55:34.1,445,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
56:04.2,446,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
56:34.3,447,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
57:04.4,448,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
57:34.5,449,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
58:04.6,450,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
58:34.7,451,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
59:04.7,452,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
59:34.8,453,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
00:04.9,454,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
00:35.0,455,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
01:05.1,456,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
01:35.2,457,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
02:05.3,458,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
02:35.3,459,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
03:05.4,460,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
03:35.5,461,4.20,3.08,,3.92,0.00453125,865,0.004853516,4.20
04:05.6,462,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
04:35.7,463,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
05:05.8,464,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
05:35.9,465,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
06:05.9,466,4.20,3.08,,3.92,0.00453125,865,0.004853516,4.20
06:36.0,467,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
07:06.1,468,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
07:36.2,469,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
08:06.3,470,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
08:36.4,471,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
09:06.5,472,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
09:36.5,473,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
10:06.6,474,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
10:36.7,475,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
11:06.8,476,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
11:36.9,477,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
12:07.0,478,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
12:37.1,479,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
13:07.1,480,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
13:37.2,481,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
14:07.3,482,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
14:37.4,483,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
15:07.5,484,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
15:37.6,485,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
16:07.7,486,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
16:37.7,487,4.20,3.08,,3.92,0.00453125,865,0.004853516,4.20
17:07.8,488,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
17:37.9,489,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
18:08.0,490,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
18:38.1,491,4.20,3.08,,3.92,0.00453125,865,0.004853516,4.20
19:08.2,492,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
19:38.3,493,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
20:08.3,494,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
20:38.4,495,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
21:08.5,496,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
21:38.6,497,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
22:08.7,498,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
22:38.8,499,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
23:08.9,500,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
23:38.9,501,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
24:09.0,502,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
24:39.1,503,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
25:09.2,504,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
25:39.3,505,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
26:09.4,506,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
26:39.5,507,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
27:09.5,508,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
27:39.6,509,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
28:09.7,510,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
28:39.8,511,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
29:09.9,512,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
29:40.0,513,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
30:10.1,514,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
30:40.2,515,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
31:10.2,516,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
31:40.3,517,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
32:10.4,518,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
32:40.5,519,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
33:10.6,520,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
33:40.7,521,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
34:10.7,522,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
34:40.8,523,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
35:10.9,524,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
35:41.0,525,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
36:11.1,526,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
36:41.2,527,4.20,3.08,,3.92,0.00453125,865,0.004853516,4.20
37:11.3,528,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
37:41.3,529,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
38:11.4,530,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
38:41.5,531,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
39:11.6,532,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
39:41.7,533,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
40:11.8,534,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
40:41.9,535,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
41:11.9,536,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
41:42.0,537,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
42:12.1,538,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
42:42.2,539,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
43:12.3,540,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
43:42.4,541,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
44:12.5,542,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
44:42.5,543,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
45:12.6,544,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
45:42.7,545,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
46:12.8,546,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
46:42.9,547,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
47:13.0,548,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
47:43.1,549,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
48:13.2,550,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
48:43.2,551,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
49:13.3,552,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
49:43.4,553,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
50:13.5,554,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
50:43.6,555,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
51:13.7,556,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
51:43.8,557,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
52:13.8,558,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
52:43.9,559,4.22,3.06,,3.94,0.00453125,870,0.004853516,4.22
53:14.0,560,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
53:44.1,561,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
54:14.2,562,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
54:44.3,563,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
55:14.4,564,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
55:44.4,565,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
56:14.5,566,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
56:44.6,567,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
57:14.7,568,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
57:44.8,569,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
58:14.9,570,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
58:45.0,571,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
59:15.0,572,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
59:45.1,573,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
00:15.2,574,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
00:45.3,575,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
01:15.4,576,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
01:45.5,577,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
02:15.6,578,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
02:45.6,579,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
03:15.7,580,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
03:45.8,581,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
04:15.9,582,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
04:46.0,583,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
05:16.1,584,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
05:46.2,585,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
06:16.2,586,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
06:46.3,587,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
07:16.4,588,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
07:46.5,589,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
08:16.6,590,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
08:46.7,591,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
09:16.8,592,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
09:46.8,593,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
10:16.9,594,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
10:47.0,595,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
11:17.1,596,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
11:47.2,597,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
12:17.3,598,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
12:47.4,599,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
13:17.4,600,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
13:47.5,601,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
14:17.6,602,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
14:47.7,603,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
15:17.8,604,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
15:47.9,605,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
16:18.0,606,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
16:48.0,607,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
17:18.1,608,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
17:48.2,609,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
18:18.3,610,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
18:48.4,611,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
19:18.5,612,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
19:48.6,613,4.22,3.05,,3.94,0.00453125,870,0.004853516,4.22
20:18.6,614,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
20:48.7,615,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
21:18.8,616,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
21:48.9,617,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
22:19.0,618,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
22:49.1,619,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
23:19.2,620,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
23:49.2,621,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
24:19.3,622,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
24:49.4,623,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
25:19.5,624,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
25:49.6,625,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
26:19.7,626,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
26:49.8,627,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
27:19.9,628,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
27:49.9,629,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
28:20.0,630,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
28:50.1,631,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
29:20.2,632,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
29:50.3,633,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
30:20.4,634,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
30:50.5,635,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
31:20.5,636,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
31:50.6,637,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
32:20.7,638,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
32:50.8,639,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
33:20.9,640,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
33:51.0,641,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
34:21.1,642,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
34:51.1,643,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
35:21.2,644,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
35:51.3,645,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
36:21.4,646,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
36:51.5,647,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
37:21.6,648,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
37:51.7,649,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
38:21.7,650,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
38:51.8,651,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
39:21.9,652,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
39:52.0,653,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
40:22.1,654,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
40:52.2,655,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
41:22.3,656,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
41:52.3,657,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
42:22.4,658,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
42:52.5,659,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
43:22.6,660,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
43:52.7,661,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
44:22.8,662,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
44:52.9,663,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
45:22.9,664,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
45:53.0,665,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
46:23.1,666,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
46:53.2,667,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
47:23.3,668,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
47:53.4,669,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
48:23.5,670,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
48:53.5,671,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
49:23.6,672,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
49:53.7,673,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
50:23.8,674,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
50:53.9,675,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
51:24.0,676,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
51:54.1,677,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
52:24.2,678,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
52:54.2,679,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
53:24.3,680,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
53:54.4,681,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
54:24.5,682,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
54:54.6,683,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
55:24.7,684,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
55:54.8,685,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
56:24.8,686,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
56:54.9,687,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
57:25.0,688,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
57:55.1,689,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
58:25.2,690,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
58:55.3,691,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
59:25.4,692,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
59:55.4,693,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
00:25.5,694,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
00:55.6,695,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
01:25.7,696,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
01:55.8,697,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
02:25.9,698,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
02:56.0,699,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
03:26.0,700,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
03:56.1,701,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
04:26.2,702,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
04:56.3,703,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
05:26.4,704,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
05:56.5,705,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
06:26.6,706,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
06:56.6,707,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
07:26.7,708,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
07:56.8,709,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
08:26.9,710,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
08:57.0,711,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
09:27.1,712,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
09:57.2,713,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
