current Cycle: ,0
O,F,F,/,U,N,P,L,U,G,G,E,D
2,0,1,4,-,1,1,-,2,0, ,1,3,:,5,0,:,3,4,.,3,8,7,8,2,9
CHG: 0.31,BLEDR2: 0.15,BLEDR1: 0.15,REAR_LEDS: 0.12,VBAT: 0.37,FRONT_LEDS: 0.0,PG: 0.21,PWM: 0.0,TLEDR2: 0.19,TLEDR1: 0.16
O,F,F,/,P,L,U,G,G,E,D,I,N
2,0,1,4,-,1,1,-,2,0, ,1,3,:,5,0,:,3,8,.,3,9,9,0,2,5
CHG: 4.2,BLEDR2: 2.16,BLEDR1: 2.16,REAR_LEDS: 0.0,VBAT: 4.2,FRONT_LEDS: 0.0,PG: 0.0,PWM: 0.0,TLEDR2: 2.15,TLEDR1: 2.03
O,N,/,P,L,U,G,G,E,D,I,N
2,0,1,4,-,1,1,-,2,0, ,1,3,:,5,0,:,4,2,.,4,1,3,0,1,3
CHG: 4.21,BLEDR2: 2.07,BLEDR1: 2.07,REAR_LEDS: 0.0,VBAT: 4.2,FRONT_LEDS: 0.0,PG: 0.0,PWM: 0.0,TLEDR2: 2.14,TLEDR1: 2.08
B,R,E,A,T,H,I,N,G,/,P,L,U,G,G,E,D,I,N
2,0,1,4,-,1,1,-,2,0, ,1,3,:,5,0,:,4,6,.,4,2,6,2,2,1
CHG: 4.21,BLEDR2: 2.04,BLEDR1: 2.03,REAR_LEDS: 0.0,VBAT: 4.21,FRONT_LEDS: 0.0,PG: 0.0,PWM: 1.69,TLEDR2: 2.13,TLEDR1: 2.08
CHG: 4.2,BLEDR2: 1.94,BLEDR1: 1.92,REAR_LEDS: 0.0,VBAT: 4.2,FRONT_LEDS: 4.2,PG: 0.0,PWM: 1.5,TLEDR2: 2.19,TLEDR1: 2.17
CHG: 4.2,BLEDR2: 2.04,BLEDR1: 2.04,REAR_LEDS: 0.0,VBAT: 4.2,FRONT_LEDS: 0.0,PG: 0.0,PWM: 1.02,TLEDR2: 2.16,TLEDR1: 2.13
CHG: 4.2,BLEDR2: 2.14,BLEDR1: 2.14,REAR_LEDS: 0.0,VBAT: 4.2,FRONT_LEDS: 0.0,PG: 0.0,PWM: 0.69,TLEDR2: 2.29,TLEDR1: 2.29
CHG: 4.2,BLEDR2: 1.97,BLEDR1: 1.97,REAR_LEDS: 0.0,VBAT: 4.21,FRONT_LEDS: 0.0,PG: 0.0,PWM: 0.77,TLEDR2: 2.14,TLEDR1: 2.08
CHG: 4.2,BLEDR2: 2.07,BLEDR1: 2.07,REAR_LEDS: 0.0,VBAT: 4.2,FRONT_LEDS: 0.0,PG: 0.0,PWM: 0.52,TLEDR2: 2.21,TLEDR1: 2.19
CHG: 4.2,BLEDR2: 2.09,BLEDR1: 2.09,REAR_LEDS: 0.0,VBAT: 4.21,FRONT_LEDS: 0.0,PG: 0.0,PWM: 0.52,TLEDR2: 2.21,TLEDR1: 2.21
CHG: 4.2,BLEDR2: 0.95,BLEDR1: 1.01,REAR_LEDS: 4.2,VBAT: 4.2,FRONT_LEDS: 4.19,PG: 0.0,PWM: 0.94,TLEDR2: 2.1,TLEDR1: 1.99
CHG: 4.2,BLEDR2: 2.02,BLEDR1: 2.02,REAR_LEDS: 0.0,VBAT: 4.2,FRONT_LEDS: 0.0,PG: 0.0,PWM: 1.01,TLEDR2: 2.18,TLEDR1: 2.16
