Time,VBAT,CHG
2014-11-24 07:35:28.535201,3.69,2.85
2014-11-24 07:36:00.125770,3.73,2.87
2014-11-24 07:36:30.217332,3.76,2.89
2014-11-24 07:37:00.304680,3.78,2.91
2014-11-24 07:37:30.396177,3.79,2.91
2014-11-24 07:38:00.483667,3.8,2.92
2014-11-24 07:38:30.574970,3.82,2.93
2014-11-24 07:39:00.666454,3.83,2.94
2014-11-24 07:39:30.754106,3.84,2.95
2014-11-24 07:40:00.845523,3.85,2.96
2014-11-24 07:40:30.933129,3.86,2.96
2014-11-24 07:41:01.024556,3.86,2.96
2014-11-24 07:41:31.111928,3.86,2.96
2014-11-24 07:42:01.203409,3.87,2.96
2014-11-24 07:42:31.294877,3.87,2.96
2014-11-24 07:43:01.382393,3.87,2.96
2014-11-24 07:43:31.474099,3.87,2.96
2014-11-24 07:44:01.561304,3.87,2.97
2014-11-24 07:44:31.652794,3.87,2.96
2014-11-24 07:45:01.744435,3.87,2.97
2014-11-24 07:45:31.832021,3.87,2.97
2014-11-24 07:46:01.923338,3.87,2.97
2014-11-24 07:46:32.010642,3.87,2.97
2014-11-24 07:47:02.102332,3.88,2.97
2014-11-24 07:47:32.189937,3.88,2.97
2014-11-24 07:48:02.281320,3.88,2.97
2014-11-24 07:48:32.372795,3.88,2.97
2014-11-24 07:49:02.460102,3.88,2.97
2014-11-24 07:49:32.551729,3.89,2.97
2014-11-24 07:50:02.639312,3.88,2.98
2014-11-24 07:50:32.730885,3.89,2.98
2014-11-24 07:51:02.822335,3.9,2.98
2014-11-24 07:51:32.909771,3.89,2.98
2014-11-24 07:52:03.001041,3.89,2.98
2014-11-24 07:52:33.088687,3.89,2.98
2014-11-24 07:53:03.180302,3.9,2.98
2014-11-24 07:53:33.267696,3.9,2.98
2014-11-24 07:54:03.358966,3.91,2.98
2014-11-24 07:54:33.450670,3.91,2.98
2014-11-24 07:55:03.538236,3.91,2.99
2014-11-24 07:55:33.629587,3.91,2.98
2014-11-24 07:56:03.716854,3.91,2.99
2014-11-24 07:56:33.808565,3.91,2.99
2014-11-24 07:57:03.900098,3.92,2.99
2014-11-24 07:57:33.987654,3.92,2.99
2014-11-24 07:58:04.079017,3.92,2.99
2014-11-24 07:58:34.166332,3.93,2.99
2014-11-24 07:59:04.258154,3.93,3.0
2014-11-24 07:59:34.345518,3.92,3.0
2014-11-24 08:00:04.436972,3.94,3.0
2014-11-24 08:00:34.528563,3.92,3.0
2014-11-24 08:01:04.615947,3.94,3.0
2014-11-24 08:01:34.707471,3.94,3.0
2014-11-24 08:02:04.794727,3.94,3.0
2014-11-24 08:02:34.886409,3.94,3.01
2014-11-24 08:03:04.977967,3.95,3.0
2014-11-24 08:03:35.065311,3.94,3.01
2014-11-24 08:04:05.156812,3.95,3.01
2014-11-24 08:04:35.244210,3.95,3.01
2014-11-24 08:05:05.335919,3.95,3.01
2014-11-24 08:05:35.427336,3.95,3.01
2014-11-24 08:06:05.514940,3.95,3.01
2014-11-24 08:06:35.606437,3.95,3.01
2014-11-24 08:07:05.693877,3.96,3.01
2014-11-24 08:07:35.785324,3.95,3.02
2014-11-24 08:08:05.872594,3.96,3.02
2014-11-24 08:08:35.964308,3.96,3.02
2014-11-24 08:09:06.055873,3.96,3.02
2014-11-24 08:09:36.143113,3.97,3.02
2014-11-24 08:10:06.234678,3.97,3.02
2014-11-24 08:10:36.322309,3.97,3.02
2014-11-24 08:11:06.413775,3.97,3.02
