Model,MSO4104B-L
Firmware Version,2.90

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.02
Horizontal Delay,0.0488
Sample Interval,2e-05
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Vertical Position,0.16
,
,
,
Label,BATT_V
TIME,CH1
-2.0000e-05,0.00122656
-2.0000e-15,0.00434375
2.0000e-05,-0.00775781
4.0000e-05,-0.00246094
6.0000e-05,0.0114531
8.0000e-05,0.007125
1.0000e-04,0.00202344
1.2000e-04,0.00797656
1.4000e-04,-0.00110938
1.6000e-04,-0.0106406
1.8000e-04,-0.000492188
2.0000e-04,-0.00452344
2.2000e-04,-0.00123438
2.4000e-04,0.000804687
2.6000e-04,-0.000171875
2.8000e-04,-0.00632031
3.0000e-04,0.00139062
3.2000e-04,-0.00590625
3.4000e-04,-0.00639063
3.6000e-04,0.00821094
3.8000e-04,0.00258594
4.0000e-04,0.00132812
4.2000e-04,0.00630469
4.4000e-04,-0.00807813
4.6000e-04,0.00315625
4.8000e-04,0.00946094
5.0000e-04,0.00697656
5.2000e-04,-0.00822656
5.4000e-04,0.00130469
5.6000e-04,-0.001375
5.8000e-04,0.00164844
6.0000e-04,0.00919531
6.2000e-04,-0.00461719
6.4000e-04,-0.000828125
6.6000e-04,0.003
6.8000e-04,-0.00446094
7.0000e-04,0.000289062
7.2000e-04,0.007875
7.4000e-04,-0.00196094
7.6000e-04,-0.00435938
7.8000e-04,0.00271094
8.0000e-04,0.00229688
8.2000e-04,-0.00608594
8.4000e-04,0.00845312
8.6000e-04,-0.00930469
8.8000e-04,-0.0003125
9.0000e-04,0.00385156
9.2000e-04,-0.00126563
9.4000e-04,-0.00257812
9.6000e-04,-0.00145313
9.8000e-04,-0.00489844
1.0000e-03,-0.00258594
1.0200e-03,0.0153359
1.0400e-03,0.00253906
1.0600e-03,-3.90625e-05
1.0800e-03,0.00409375
1.1000e-03,-0.0009375
1.1200e-03,-0.0150547
1.1400e-03,0.000640625
1.1600e-03,-0.0075
1.1800e-03,-0.00590625
1.2000e-03,-0.000296875
1.2200e-03,-0.00679687
1.2400e-03,-0.00514063
1.2600e-03,-0.00485156
1.2800e-03,0.000195312
1.3000e-03,-0.00305469
1.3200e-03,0.00432813
1.3400e-03,-0.00280469
1.3600e-03,-0.00317969
1.3800e-03,0.000640625
1.4000e-03,0.00800781
1.4200e-03,-0.000210938
1.4400e-03,0.0117188
1.4600e-03,0.00808594
1.4800e-03,0.00255469
1.5000e-03,0.00483594
1.5200e-03,0.00225
1.5400e-03,-0.00603125
1.5600e-03,-0.0016875
1.5800e-03,-0.00475
1.6000e-03,-0.00745312
1.6200e-03,0.000554687
1.6400e-03,-0.00216406
1.6600e-03,-0.00421875
1.6800e-03,0.00695313
1.7000e-03,0.00298438
1.7200e-03,0.00233594
1.7400e-03,0.00292969
1.7600e-03,0.00536719
1.7800e-03,-0.00175781
1.8000e-03,-0.00229688
1.8200e-03,-0.00622656
1.8400e-03,-0.00975
1.8600e-03,-0.00882031
1.8800e-03,0.00232813
1.9000e-03,-0.000554687
1.9200e-03,-0.00192187
1.9400e-03,0.00691406
1.9600e-03,0.00557812
1.9800e-03,0.00608594
2.0000e-03,0.00403906
2.0200e-03,0.008
2.0400e-03,0.0065625
2.0600e-03,0.00965625
2.0800e-03,-0.000585937
2.1000e-03,-0.00584375
2.1200e-03,0.00182812
2.1400e-03,-0.0171172
2.1600e-03,-0.0153047
2.1800e-03,0.000289062
2.2000e-03,-0.0123672
2.2200e-03,-0.00953125
2.2400e-03,-0.000460938
2.2600e-03,-0.0125
2.2800e-03,-0.00196094
2.3000e-03,0.0115781
2.3200e-03,-0.00489063
2.3400e-03,0.00510156
2.3600e-03,0.00878125
2.3800e-03,0.0026875
2.4000e-03,-0.00428125
2.4200e-03,0.0157422
2.4400e-03,0.003375
2.4600e-03,-0.00738281
2.4800e-03,0.00780469
2.5000e-03,-0.0038125
2.5200e-03,-0.00578125
2.5400e-03,0.00147656
2.5600e-03,-0.000445313
2.5800e-03,-0.006875
2.6000e-03,-0.00110156
2.6200e-03,0.00246875
2.6400e-03,-0.00778906
2.6600e-03,4.6875e-05
2.6800e-03,0.0119531
2.7000e-03,-0.00289062
2.7200e-03,-0.00144531
2.7400e-03,-0.000148437
2.7600e-03,-0.00460938
2.7800e-03,-0.00821094
2.8000e-03,0.000898437
2.8200e-03,0.00579687
2.8400e-03,-0.00499219
2.8600e-03,-0.000140625
2.8800e-03,0.000851562
2.9000e-03,-0.00710156
2.9200e-03,-0.00124219
2.9400e-03,0.00288281
2.9600e-03,0.00164844
2.9800e-03,0.00314844
3.0000e-03,0.00101562
3.0200e-03,-0.00357031
3.0400e-03,-0.00404688
3.0600e-03,-0.0019375
3.0800e-03,-0.00217188
3.1000e-03,0.000578125
3.1200e-03,0.0101953
3.1400e-03,0.000367187
3.1600e-03,-0.00298438
3.1800e-03,0.00661719
3.2000e-03,-0.0102188
3.2200e-03,-0.00846875
3.2400e-03,0.00599219
3.2600e-03,-0.00711719
3.2800e-03,-0.00735938
3.3000e-03,0.00671875
3.3200e-03,-0.00639844
3.3400e-03,-0.00366406
3.3600e-03,-0.002875
3.3800e-03,0.00603906
3.4000e-03,-0.00241406
3.4200e-03,-0.00782031
3.4400e-03,0.0068125
3.4600e-03,-0.0138672
3.4800e-03,-0.00316406
3.5000e-03,0.00321875
3.5200e-03,-0.00629688
3.5400e-03,-0.00628906
3.5600e-03,-0.00746094
3.5800e-03,-0.00800781
3.6000e-03,-0.00610156
3.6200e-03,0.00376562
3.6400e-03,-0.00188281
3.6600e-03,-0.0104141
3.6800e-03,0.00961719
3.7000e-03,0.00813281
3.7200e-03,-0.00536719
3.7400e-03,0.00439844
3.7600e-03,0.0135
3.7800e-03,-0.00460938
3.8000e-03,-0.00448438
3.8200e-03,0.00176562
3.8400e-03,-0.00971094
3.8600e-03,-0.0163906
3.8800e-03,0.00735156
3.9000e-03,0.0009375
3.9200e-03,-0.0156563
3.9400e-03,-0.0160938
3.9600e-03,0.0101641
3.9800e-03,0.00360937
4.0000e-03,0.00282813
4.0200e-03,0.000796875
4.0400e-03,0.00264063
4.0600e-03,0.0081875
4.0800e-03,0.00684375
4.1000e-03,-0.00529687
4.1200e-03,-0.000492188
4.1400e-03,0.00486719
4.1600e-03,-0.00503906
4.1800e-03,-0.00589063
4.2000e-03,-0.000539062
4.2200e-03,-0.0114219
4.2400e-03,-0.00680469
4.2600e-03,-0.00182031
4.2800e-03,-0.0121016
4.3000e-03,-0.00304688
4.3200e-03,0.00314844
4.3400e-03,-0.00127344
4.3600e-03,0.00294531
4.3800e-03,0.00664844
4.4000e-03,-0.00630469
4.4200e-03,-0.00754687
4.4400e-03,6.25e-05
4.4600e-03,-0.0104688
4.4800e-03,-0.00357031
4.5000e-03,0.0108828
4.5200e-03,-0.0046875
4.5400e-03,-0.00270312
4.5600e-03,-0.00199219
4.5800e-03,-0.00974219
4.6000e-03,-0.0003125
4.6200e-03,0.00311719
4.6400e-03,-0.00257812
4.6600e-03,0.0005625
4.6800e-03,-0.00307813
4.7000e-03,-0.00852344
4.7200e-03,-0.0141328
4.7400e-03,-0.00232813
4.7600e-03,-0.0140625
4.7800e-03,0.00414063
4.8000e-03,-0.00321094
4.8200e-03,-0.0106406
4.8400e-03,0.000710937
4.8600e-03,0.00104687
4.8800e-03,0.00407813
4.9000e-03,0.000351562
4.9200e-03,0.00569531
4.9400e-03,-0.000929687
4.9600e-03,0.00559375
4.9800e-03,-0.0103203
5.0000e-03,-0.0108281
5.0200e-03,0.00344531
5.0400e-03,-0.00435938
5.0600e-03,-0.000421875
5.0800e-03,0.00125
5.1000e-03,-0.00382812
5.1200e-03,-0.00714844
5.1400e-03,-0.0125391
5.1600e-03,-0.0139453
5.1800e-03,-0.0146094
5.2000e-03,0.003625
5.2200e-03,-0.0086875
5.2400e-03,0.00666406
5.2600e-03,-0.00480469
5.2800e-03,-0.00144531
5.3000e-03,0.0090625
5.3200e-03,0.00279688
5.3400e-03,-0.0100859
5.3600e-03,-0.00189844
5.3800e-03,-0.0065
5.4000e-03,-0.0025625
5.4200e-03,0.0130547
5.4400e-03,-0.0173828
5.4600e-03,-0.004625
5.4800e-03,-0.00065625
5.5000e-03,-0.00817188
5.5200e-03,-0.000765625
5.5400e-03,0.0105234
5.5600e-03,-0.00840625
5.5800e-03,-0.00646094
5.6000e-03,-0.00413281
5.6200e-03,-0.00421094
5.6400e-03,-0.0095625
5.6600e-03,0.00144531
5.6800e-03,-0.00680469
5.7000e-03,0.00675
5.7200e-03,-0.00353125
5.7400e-03,-0.0121953
5.7600e-03,0.00189844
5.7800e-03,-0.00466406
5.8000e-03,-0.0108047
5.8200e-03,-0.00220313
5.8400e-03,-0.00533594
5.8600e-03,-0.0124609
5.8800e-03,-0.00940625
5.9000e-03,-0.0102422
5.9200e-03,0.000132812
5.9400e-03,0.00322656
5.9600e-03,-0.0122969
5.9800e-03,0.00170312
6.0000e-03,0.00728906
6.0200e-03,-0.000460938
6.0400e-03,0.00152344
6.0600e-03,0.00189062
6.0800e-03,0.001
6.1000e-03,0.00766406
6.1200e-03,-0.00575
6.1400e-03,-0.0130156
6.1600e-03,-0.00217188
6.1800e-03,-0.0119141
6.2000e-03,-0.0108906
6.2200e-03,-0.012
6.2400e-03,-0.0135391
6.2600e-03,-0.00425781
6.2800e-03,-0.00304688
6.3000e-03,0.00084375
6.3200e-03,-0.00174219
6.3400e-03,0.00335156
6.3600e-03,-0.0041875
6.3800e-03,0.00175781
6.4000e-03,0.0015625
6.4200e-03,-0.0117422
6.4400e-03,-0.00507813
6.4600e-03,-0.0126016
6.4800e-03,-0.0106172
6.5000e-03,-0.0006875
6.5200e-03,0.00115625
6.5400e-03,-0.0137734
6.5600e-03,0.00232813
6.5800e-03,-0.00626563
6.6000e-03,-0.00971875
6.6200e-03,0.00492188
6.6400e-03,0.000578125
6.6600e-03,-0.00679687
6.6800e-03,-0.00898437
6.7000e-03,-0.0137422
6.7200e-03,-0.0123984
6.7400e-03,0.00415625
6.7600e-03,-0.0104141
6.7800e-03,-0.00172656
6.8000e-03,-0.00261719
6.8200e-03,-0.0168281
6.8400e-03,-0.000367188
6.8600e-03,-0.00223438
6.8800e-03,-0.00445313
6.9000e-03,-0.00186719
6.9200e-03,-0.00595313
6.9400e-03,-0.00757812
6.9600e-03,-0.000835937
6.9800e-03,-0.000734375
7.0000e-03,-0.0141094
7.0200e-03,-0.000976562
7.0400e-03,-0.0068125
7.0600e-03,-0.00378125
7.0800e-03,0.00595313
7.1000e-03,-0.004625
7.1200e-03,-0.00425
7.1400e-03,-0.00964844
7.1600e-03,-0.0165938
7.1800e-03,-0.0150937
7.2000e-03,-0.005375
7.2200e-03,-0.0101719
7.2400e-03,-0.00116406
7.2600e-03,-0.00144531
7.2800e-03,-0.00667969
7.3000e-03,-0.00922656
7.3200e-03,-0.00652344
7.3400e-03,-0.0131641
7.3600e-03,0.00605469
7.3800e-03,-0.00264062
7.4000e-03,-0.0128906
7.4200e-03,-0.00927344
7.4400e-03,8.59375e-05
7.4600e-03,-0.00857813
7.4800e-03,0.00124219
7.5000e-03,-0.00922656
7.5200e-03,-0.0103828
7.5400e-03,0.000804687
7.5600e-03,-0.00590625
7.5800e-03,-0.00995313
7.6000e-03,-0.0136875
7.6200e-03,-0.0179766
7.6400e-03,-0.00682812
7.6600e-03,0.000929687
7.6800e-03,-0.0114219
7.7000e-03,-0.00582031
7.7200e-03,0.00479688
7.7400e-03,-0.0053125
7.7600e-03,-0.00517188
7.7800e-03,0.00459375
7.8000e-03,-0.00383594
7.8200e-03,-0.00264844
7.8400e-03,-0.00378125
7.8600e-03,-0.00372656
7.8800e-03,-0.00284375
7.9000e-03,-0.0045625
7.9200e-03,-0.0149844
7.9400e-03,-0.00640625
7.9600e-03,-0.00650781
7.9800e-03,-0.00786719
8.0000e-03,0.000367187
8.0200e-03,0.00470313
8.0400e-03,-0.00777344
8.0600e-03,-0.004375
8.0800e-03,-0.00290625
8.1000e-03,-0.012875
8.1200e-03,0.000875
8.1400e-03,-0.00346875
8.1600e-03,-0.0136406
8.1800e-03,-0.00444531
8.2000e-03,-0.00663281
8.2200e-03,-0.0196406
8.2400e-03,-0.00857813
8.2600e-03,-0.0113203
8.2800e-03,-0.0114453
8.3000e-03,-0.00266406
8.3200e-03,0.00541406
8.3400e-03,-0.0109922
8.3600e-03,-0.00509375
8.3800e-03,-0.00590625
8.4000e-03,-0.00710938
8.4200e-03,-0.0014375
8.4400e-03,-0.00582031
8.4600e-03,-0.0162578
8.4800e-03,-0.00128906
8.5000e-03,-0.00203125
8.5200e-03,-0.00428125
8.5400e-03,-0.00346094
8.5600e-03,-0.0104844
8.5800e-03,-0.0125078
8.6000e-03,0.00225
8.6200e-03,-0.005375
8.6400e-03,-0.00560156
8.6600e-03,-0.00575
8.6800e-03,-0.00844531
8.7000e-03,-0.00946094
8.7200e-03,0.00135156
8.7400e-03,-0.00878906
8.7600e-03,-0.00891406
8.7800e-03,-0.00633594
8.8000e-03,-0.0135312
8.8200e-03,0.000398437
8.8400e-03,0.001
8.8600e-03,-0.00515625
8.8800e-03,-0.0150391
8.9000e-03,-0.00463281
8.9200e-03,-0.0135
8.9400e-03,-0.00616406
8.9600e-03,0.00128125
8.9800e-03,-0.0095625
9.0000e-03,-0.00814844
9.0200e-03,-0.00250781
9.0400e-03,-0.00761719
9.0600e-03,-0.00205469
9.0800e-03,8.59375e-05
9.1000e-03,-0.00407813
9.1200e-03,-0.0132656
9.1400e-03,-0.00174219
9.1600e-03,-0.01775
9.1800e-03,-0.011625
9.2000e-03,-0.00927344
9.2200e-03,-0.00979688
9.2400e-03,-0.0138359
9.2600e-03,-0.000367188
9.2800e-03,-0.0159453
9.3000e-03,-0.0128672
9.3200e-03,0.00141406
9.3400e-03,-0.00394531
9.3600e-03,-0.0115156
9.3800e-03,0.00096875
9.4000e-03,-0.003875
9.4200e-03,-0.00796094
9.4400e-03,-0.000140625
9.4600e-03,-0.00059375
9.4800e-03,-0.00375781
9.5000e-03,0.00325781
9.5200e-03,-0.00622656
9.5400e-03,-0.00403125
9.5600e-03,-0.000117187
9.5800e-03,-0.00524219
9.6000e-03,-0.0166953
9.6200e-03,-0.0101563
9.6400e-03,-0.0109609
9.6600e-03,-0.0128125
9.6800e-03,-0.00235938
9.7000e-03,-0.00679687
9.7200e-03,-0.0102891
9.7400e-03,-0.00275
9.7600e-03,-0.00363281
9.7800e-03,-0.00403906
9.8000e-03,-0.00427344
9.8200e-03,0.00100781
9.8400e-03,-0.00810938
9.8600e-03,-0.000171875
9.8800e-03,0.00180469
9.9000e-03,-0.0105469
9.9200e-03,0.00335937
9.9400e-03,-0.00488281
9.9600e-03,-0.009375
9.9800e-03,-0.00459375
1.0000e-02,-0.00990625
1.0020e-02,-0.00707031
1.0040e-02,-0.0035625
1.0060e-02,-0.00714844
1.0080e-02,-0.0101875
1.0100e-02,-0.00728125
1.0120e-02,-0.0071875
1.0140e-02,-0.0122188
1.0160e-02,-0.00789844
1.0180e-02,-0.00565625
1.0200e-02,-0.0170859
1.0220e-02,-0.00760156
1.0240e-02,-0.00270312
1.0260e-02,-0.00550781
1.0280e-02,-0.000765625
1.0300e-02,0.000460937
1.0320e-02,-0.0138359
1.0340e-02,-0.008
1.0360e-02,-0.00229688
1.0380e-02,-0.0106328
1.0400e-02,-0.0015625
1.0420e-02,-0.00374219
1.0440e-02,-0.00835156
1.0460e-02,-0.00520313
1.0480e-02,0.0065625
1.0500e-02,-0.00732813
1.0520e-02,-0.00708594
1.0540e-02,-0.000601562
1.0560e-02,-0.0146875
1.0580e-02,-0.00974219
1.0600e-02,0.002125
1.0620e-02,-0.00478125
1.0640e-02,-0.0021875
1.0660e-02,-0.00349219
1.0680e-02,-0.00773437
1.0700e-02,-0.0124609
1.0720e-02,-0.00321875
1.0740e-02,-0.00444531
1.0760e-02,-0.00211719
1.0780e-02,-0.00214063
1.0800e-02,-0.00226563
1.0820e-02,-0.00901562
1.0840e-02,-0.0132109
1.0860e-02,-0.00148438
1.0880e-02,-0.0103516
1.0900e-02,0.000289062
1.0920e-02,0.00160156
1.0940e-02,-0.00495313
1.0960e-02,-0.00692969
1.0980e-02,-0.00697656
1.1000e-02,-0.00810938
1.1020e-02,-0.00877344
1.1040e-02,0.00392188
1.1060e-02,-0.00015625
1.1080e-02,-0.00321875
1.1100e-02,0.000632812
1.1120e-02,-0.00548437
1.1140e-02,-0.00728906
1.1160e-02,-0.0108672
1.1180e-02,-0.00698438
1.1200e-02,-0.00960156
1.1220e-02,-0.0076875
1.1240e-02,-0.00201563
1.1260e-02,-0.00885938
1.1280e-02,-0.0019375
1.1300e-02,-0.00278906
1.1320e-02,-0.00646875
1.1340e-02,-0.00349219
1.1360e-02,-0.00420313
1.1380e-02,0.00103125
1.1400e-02,-0.00509375
1.1420e-02,0.000867187
1.1440e-02,-0.00371094
1.1460e-02,-0.0159219
1.1480e-02,-0.00369531
1.1500e-02,0.00210938
1.1520e-02,-0.00645313
1.1540e-02,0.00182031
1.1560e-02,-0.00142188
1.1580e-02,-0.00971875
1.1600e-02,-0.00844531
1.1620e-02,-0.003875
1.1640e-02,-0.00520313
1.1660e-02,-0.00164062
1.1680e-02,0.00254688
1.1700e-02,-0.0123672
1.1720e-02,-0.00640625
1.1740e-02,-0.0029375
1.1760e-02,-0.00964844
1.1780e-02,-0.00901562
1.1800e-02,0.00721875
1.1820e-02,-0.00283594
1.1840e-02,-0.00485937
1.1860e-02,0.00386719
1.1880e-02,-0.0111016
1.1900e-02,-0.00994531
1.1920e-02,0.0011875
1.1940e-02,-0.00639844
1.1960e-02,1.5625e-05
1.1980e-02,0.00540625
1.2000e-02,-0.00496094
1.2020e-02,-0.00538281
1.2040e-02,-0.0050625
1.2060e-02,-0.00421094
1.2080e-02,0.0008125
1.2100e-02,-0.00297656
1.2120e-02,0.000523437
1.2140e-02,-0.00728906
1.2160e-02,-0.011375
1.2180e-02,-0.00885156
1.2200e-02,-0.0182422
1.2220e-02,-0.0159297
1.2240e-02,-0.008625
1.2260e-02,-0.00322656
1.2280e-02,-0.00271875
1.2300e-02,0.00846094
1.2320e-02,-0.0191875
1.2340e-02,0.0169531
1.2360e-02,0.00742187
1.2380e-02,-0.0142891
1.2400e-02,-0.00510938
1.2420e-02,0.00982031
1.2440e-02,0.00622656
1.2460e-02,-0.0123672
1.2480e-02,-0.00604688
1.2500e-02,-0.00355469
1.2520e-02,-0.00720313
1.2540e-02,-8.59375e-05
1.2560e-02,-0.0003125
1.2580e-02,-0.00507813
1.2600e-02,0.0004375
1.2620e-02,-0.00724219
1.2640e-02,-0.0134297
1.2660e-02,-0.00767187
1.2680e-02,-0.0029375
1.2700e-02,-0.00635938
1.2720e-02,-0.00159375
1.2740e-02,-0.00260937
1.2760e-02,-0.00113281
1.2780e-02,0.00296094
1.2800e-02,0.00246875
1.2820e-02,-0.0058125
1.2840e-02,-0.00174219
1.2860e-02,0.00530469
1.2880e-02,-0.0060625
1.2900e-02,0.00175781
1.2920e-02,-0.00979688
1.2940e-02,-0.0150703
1.2960e-02,-0.0106875
1.2980e-02,-0.00710156
1.3000e-02,-0.00589063
1.3020e-02,0.00185156
1.3040e-02,0.000226562
1.3060e-02,-0.00564062
1.3080e-02,0.00483594
1.3100e-02,0.00757031
1.3120e-02,0.003
1.3140e-02,0.00553906
1.3160e-02,-0.00554687
1.3180e-02,-0.00341406
1.3200e-02,0.00678906
1.3220e-02,-0.0103125
1.3240e-02,-0.00358594
1.3260e-02,-0.00202344
1.3280e-02,-0.004375
1.3300e-02,-0.009
1.3320e-02,0.00470313
1.3340e-02,-0.00933594
1.3360e-02,-0.00700781
1.3380e-02,0.00401563
1.3400e-02,-0.00557812
1.3420e-02,0.00210156
1.3440e-02,0.00634375
1.3460e-02,-0.00739063
1.3480e-02,-0.00567187
1.3500e-02,-0.00455469
1.3520e-02,-0.00371094
1.3540e-02,0.00478906
1.3560e-02,0.00200781
1.3580e-02,-0.00850781
1.3600e-02,-0.00084375
1.3620e-02,-0.00289062
1.3640e-02,-0.00674219
1.3660e-02,0.00346875
1.3680e-02,-0.00640625
1.3700e-02,0.00154687
1.3720e-02,0.0106328
1.3740e-02,-0.0164766
1.3760e-02,-0.00386719
1.3780e-02,0.00096875
1.3800e-02,-0.00264844
1.3820e-02,0.00110156
1.3840e-02,0.00405469
1.3860e-02,-0.013875
1.3880e-02,-0.00421094
1.3900e-02,-0.00251562
1.3920e-02,-0.00828125
1.3940e-02,0.00336719
1.3960e-02,0.00474219
1.3980e-02,-0.0061875
1.4000e-02,0.0016875
1.4020e-02,0.000671875
1.4040e-02,-0.00816406
1.4060e-02,0.00858594
1.4080e-02,-0.00164844
1.4100e-02,-0.0110312
1.4120e-02,-0.00113281
1.4140e-02,-0.0102266
1.4160e-02,-0.00632031
1.4180e-02,0.0015
1.4200e-02,-0.003625
1.4220e-02,-0.00578906
1.4240e-02,-0.00158594
1.4260e-02,-0.00539844
1.4280e-02,0.00732031
1.4300e-02,0.00328906
1.4320e-02,-0.00478125
1.4340e-02,0.00982031
1.4360e-02,0.0102891
1.4380e-02,0.00158594
1.4400e-02,-0.000695312
1.4420e-02,-0.0106719
1.4440e-02,-0.0138438
1.4460e-02,-0.00174219
1.4480e-02,-0.0120703
1.4500e-02,-0.00829688
1.4520e-02,-0.00407031
1.4540e-02,-0.0094375
1.4560e-02,-0.0003125
1.4580e-02,0.00248438
1.4600e-02,0.00059375
1.4620e-02,-0.00149219
1.4640e-02,0.00260938
1.4660e-02,-0.00229688
1.4680e-02,-0.00149219
1.4700e-02,0.00794531
1.4720e-02,-0.00059375
1.4740e-02,-0.000570312
1.4760e-02,0.00908594
1.4780e-02,-0.00357031
1.4800e-02,0.0066875
1.4820e-02,-0.0085
1.4840e-02,-0.00185156
1.4860e-02,0.00472656
1.4880e-02,0.000695312
1.4900e-02,-0.000640625
1.4920e-02,0.00336719
1.4940e-02,-0.00625781
1.4960e-02,-0.0103594
1.4980e-02,0.0105781
1.5000e-02,-0.00103125
1.5020e-02,0.00514844
1.5040e-02,0.0136094
1.5060e-02,-0.00370312
1.5080e-02,0.000710937
1.5100e-02,0.00357031
1.5120e-02,-0.00996875
1.5140e-02,-0.00103906
1.5160e-02,-0.00665625
1.5180e-02,-0.00400781
1.5200e-02,0.00053125
1.5220e-02,0.000554687
1.5240e-02,-0.000429688
1.5260e-02,0.00180469
1.5280e-02,-0.00454688
1.5300e-02,-0.00363281
1.5320e-02,0.00760156
1.5340e-02,-0.000601562
1.5360e-02,0.000867187
1.5380e-02,-0.00235938
1.5400e-02,-0.00250781
1.5420e-02,0.00315625
1.5440e-02,0.00451563
1.5460e-02,-0.00517969
1.5480e-02,-0.00353906
1.5500e-02,0.0004375
1.5520e-02,-0.000296875
1.5540e-02,0.00107031
1.5560e-02,0.00125781
1.5580e-02,-0.0160469
1.5600e-02,-0.00133594
1.5620e-02,0.00142969
1.5640e-02,0.00564062
1.5660e-02,-0.00224219
1.5680e-02,-0.000226563
1.5700e-02,0.00424219
1.5720e-02,0.00753125
1.5740e-02,-2.34375e-05
1.5760e-02,0.00046875
1.5780e-02,0.0116328
1.5800e-02,-0.00346094
1.5820e-02,-0.0115469
1.5840e-02,-0.00746094
1.5860e-02,-0.00548437
1.5880e-02,0.000164062
1.5900e-02,0.00828125
1.5920e-02,-0.00820313
1.5940e-02,-0.00253906
1.5960e-02,0.00673438
1.5980e-02,-0.000210938
1.6000e-02,-3.90625e-05
1.6020e-02,0.0167109
1.6040e-02,0.00692188
1.6060e-02,-0.0033125
1.6080e-02,0.00830469
1.6100e-02,0.00272656
1.6120e-02,0.0103906
1.6140e-02,0.008
1.6160e-02,-0.00109375
1.6180e-02,-0.00478906
1.6200e-02,-0.00339844
1.6220e-02,-0.0141328
1.6240e-02,-0.00816406
1.6260e-02,-0.00182031
1.6280e-02,-0.0110469
1.6300e-02,0.00395313
1.6320e-02,0.0043125
1.6340e-02,-0.00730469
1.6360e-02,0.00267188
1.6380e-02,-0.000359375
1.6400e-02,-0.00839844
1.6420e-02,0.00605469
1.6440e-02,0.00755469
1.6460e-02,-0.00071875
1.6480e-02,-0.00742969
1.6500e-02,0.00134375
1.6520e-02,-0.00298438
1.6540e-02,0.012875
1.6560e-02,0.00417969
1.6580e-02,-0.00803125
1.6600e-02,-0.00053125
1.6620e-02,-0.00185937
1.6640e-02,0.0009375
1.6660e-02,0.00608594
1.6680e-02,0.0015
1.6700e-02,-0.0105469
1.6720e-02,0.000835937
1.6740e-02,-0.0009375
1.6760e-02,-0.0026875
1.6780e-02,0.000492187
1.6800e-02,-0.00594531
1.6820e-02,-0.00280469
1.6840e-02,0.00934375
1.6860e-02,-0.00353125
1.6880e-02,-0.00809375
1.6900e-02,0.0101641
1.6920e-02,0.00415625
1.6940e-02,-0.00126563
1.6960e-02,0.0103047
1.6980e-02,0.00289063
1.7000e-02,-0.00242969
1.7020e-02,0.001625
1.7040e-02,-0.00346094
1.7060e-02,0.00309375
1.7080e-02,0.00421875
1.7100e-02,-0.00126563
1.7120e-02,-0.00490625
1.7140e-02,-0.00120313
1.7160e-02,-0.00867969
1.7180e-02,-0.0115859
1.7200e-02,0.00738281
1.7220e-02,0.000757812
1.7240e-02,0.0080625
1.7260e-02,0.00975
1.7280e-02,-0.00109375
1.7300e-02,0.00501562
1.7320e-02,0.0130781
1.7340e-02,0.000898437
1.7360e-02,-0.00528125
1.7380e-02,-0.00451563
1.7400e-02,-0.00135156
1.7420e-02,-0.0030625
1.7440e-02,0.0107734
1.7460e-02,-0.003625
1.7480e-02,-0.0005
1.7500e-02,0.000710937
1.7520e-02,-0.00732031
1.7540e-02,-0.000664062
1.7560e-02,0.0045
1.7580e-02,-0.00338281
1.7600e-02,-0.00616406
1.7620e-02,0.00164844
1.7640e-02,0.000148437
1.7660e-02,-0.00645313
1.7680e-02,0.005
1.7700e-02,-0.00488281
1.7720e-02,-0.00295313
1.7740e-02,0.00114844
1.7760e-02,-0.00185937
1.7780e-02,-0.00233594
1.7800e-02,-0.000960937
1.7820e-02,-0.00759375
1.7840e-02,-0.00741406
1.7860e-02,0.00857812
1.7880e-02,-0.00246875
1.7900e-02,0.000609375
1.7920e-02,0.0063125
1.7940e-02,0.00386719
1.7960e-02,0.000851562
1.7980e-02,0.00851562
1.8000e-02,0.006375
1.8020e-02,-0.0009375
1.8040e-02,0.0159922
1.8060e-02,-0.00500781
1.8080e-02,-0.00609375
1.8100e-02,-0.00226563
1.8120e-02,-0.00860938
1.8140e-02,-0.0065625
1.8160e-02,0.0001875
1.8180e-02,-0.00967187
1.8200e-02,-0.00599219
1.8220e-02,-0.00161719
1.8240e-02,-0.00495313
1.8260e-02,-0.00560156
1.8280e-02,-0.00015625
1.8300e-02,0.00825
1.8320e-02,-0.00728906
1.8340e-02,0.00676563
1.8360e-02,0.00908594
1.8380e-02,0.00576562
1.8400e-02,0.0161953
1.8420e-02,-0.00353906
1.8440e-02,-0.00104688
1.8460e-02,-0.00411719
1.8480e-02,0.00619531
1.8500e-02,-0.0158906
1.8520e-02,0.00536719
1.8540e-02,-0.0152656
1.8560e-02,0.00025
1.8580e-02,-0.003125
1.8600e-02,0.00980469
1.8620e-02,-0.00590625
1.8640e-02,0.00703906
1.8660e-02,0.0135234
1.8680e-02,0.00455469
1.8700e-02,1.5625e-05
1.8720e-02,-0.00260156
1.8740e-02,0.002125
1.8760e-02,-0.00157812
1.8780e-02,0.00536719
1.8800e-02,-0.0133984
1.8820e-02,-0.0103438
1.8840e-02,-0.00139063
1.8860e-02,-0.00901562
